database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	iBAT ZT_00 rep1	iBAT ZT_00 rep2	iBAT ZT_00 rep3	iBAT ZT_00 rep4	iBAT ZT_03 rep1	iBAT ZT_03 rep2	iBAT ZT_03 rep3	iBAT ZT_03 rep4	iBAT ZT_06 rep1	iBAT ZT_06 rep2	iBAT ZT_06 rep3	iBAT ZT_06 rep4	iBAT ZT_09 rep1	iBAT ZT_09 rep2	iBAT ZT_09 rep3	iBAT ZT_09 rep4	iBAT ZT_12 rep1	iBAT ZT_12 rep2	iBAT ZT_12 rep3	iBAT ZT_12 rep4	iBAT ZT_15 rep1	iBAT ZT_15 rep2	iBAT ZT_15 rep3	iBAT ZT_15 rep4	iBAT ZT_18 rep1	iBAT ZT_18 rep2	iBAT ZT_18 rep3	iBAT ZT_18 rep4	iBAT ZT_21 rep1	iBAT ZT_21 rep2	iBAT ZT_21 rep3	iBAT ZT_21 rep4
	C23H39O7P1			LPA(20:4)	457.2365	[M-H]-															1.61553	0.952469	0.692699	1.27493	0.899944	0.924369	0.489673	0.378634	1.37581	1.13803	1.64965	0.83029	1.20181	1.25643	1.25451	1.88541	1.06732	1.22147	1.64584	1.35659	1.12066	1.18752	1.27399	0.951835	0.126741	0.469351	0.780348	0.24343	1.1478	0.935638	1.52879	0.790577
	C19H39O6P1			LPA(O-16:1)	393.2416	[M-H]-															1.02493	0.48517	0.18283	0.704992	0.558719	0.622101	0.399877	0.266912	0.631162	0.364496	0.83151	0.567548	0.5666	0.54561	0.678088	0.705192	0.488379	1.00355	0.986819	0.897196	0.370279	0.689614	0.644288	0.430916	0.211485	0.38541	0.470769	0.276556	0.738764	0.512725	0.349268	0.448788
	C35H69O8P1			PA(32:0)	647.4669	[M-H]-															2.80083	2.27827	1.79246	1.34893	2.03981	1.9148	1.01806	0.916533	1.17297	1.5504	2.51626	1.88403	2.03919	2.0523	1.92647	2.66019	1.71565	2.27106	3.66354	3.14988	2.4173	2.80624	3.97353	3.48601	0.686018	0.960085	2.34131	1.75912	2.99706	2.87237	2.20506	1.4263
	C35H67O8P1			PA(32:1)	645.4513	[M-H]-															2.69686	1.93058	2.11439	1.82792	2.57011	3.00665	2.88707	2.68742	1.28134	1.89027	3.09889	2.08611	2.21973	2.90379	2.84197	3.15058	3.3769	2.97274	1.64713	4.18354	3.15865	1.6686	3.31707	3.62911	0.864215	1.81843	1.63609	2.04727	3.05211	3.64336	2.41057	2.81335
	C35H65O8P1			PA(32:2)	643.4356	[M-H]-															0.630386	0.702942	0.524501	0.461445	0.820179	1.03447	0.798302	0.863024	0.434486	0.689759	0.982411	0.684037	0.818982	0.698969	0.875178	0.922683	1.35295	0.834733	0.744964	1.25437	0.867627	0.739081	1.17279	1.04618	0.245132	0.351967	0.438589	0.446199	0.437575	1.32392	0.747712	0.565563
	C37H71O8P1			PA(34:1)	673.4824	[M-H]-															7.26948	5.84416	5.07997	4.40534	6.44438	6.56745	5.16951	4.67373	4.89197	6.18945	7.426	5.19185	6.26159	6.9729	7.48164	7.29206	8.99202	7.15941	9.95448	10.7811	7.0315	5.85627	9.29431	7.84769	2.41709	3.39247	5.41069	5.22472	9.34319	8.50764	7.23542	5.67637
	C37H69O8P1			PA(34:2)	671.4671	[M-H]-															20.4934	15.561	12.2689	10.9546	17.0567	13.8414	8.73911	10.6846	13.4919	15.8998	20.6618	15.583	18.6267	19.9407	16.9124	21.7072	18.2988	21.928	25.6812	25.4729	17.0499	16.6704	20.3825	19.2907	4.73011	9.16511	12.5937	9.89981	17.2297	20.7209	20.9964	12.5068
	C37H67O8P1			PA(34:3)	669.4516	[M-H]-															2.51657	2.14419	1.93859	2.15649	2.86023	2.67035	2.46981	2.52598	1.94363	2.32519	3.03231	2.17591	2.55679	2.3625	2.97177	2.76892	3.43564	2.62948	2.25612	4.20637	2.67835	2.0412	2.92196	2.9204	1.13521	1.65271	1.84762	1.74212	2.48336	3.03505	2.66859	2.11465
	C39H73O8P1			PA(36:2)	699.498	[M-H]-															11.122	9.23325	6.25845	5.83236	9.63132	7.65589	4.2873	4.28761	8.26378	8.96057	11.8319	8.36506	11.3081	13.0966	8.98579	13.3853	10.3224	13.154	17.2036	12.5107	9.19454	11.5275	13.3298	10.2018	2.6505	4.01404	8.30837	6.36591	12.7072	11.8367	11.763	6.61465
	C39H71O8P1			PA(36:3)	697.4824	[M-H]-															6.94403	5.72249	3.90975	4.79959	6.52384	5.56452	4.27048	4.67571	5.31089	6.06396	7.84369	5.5727	7.29151	7.81468	6.92148	7.84598	8.04152	7.51336	8.8588	9.7843	6.47864	5.81317	7.01442	7.06156	1.74209	2.60494	4.63394	3.25735	6.33541	7.68326	7.42172	4.98837
	C39H69O8P1			PA(36:4)	695.4669	[M-H]-															6.39295	4.99868	3.42897	4.56466	5.63693	5.01825	3.57416	3.67931	4.98353	5.23369	7.18125	4.64077	6.86982	5.61423	5.83924	6.69394	6.11622	6.46935	7.14863	8.87512	5.60243	4.67466	5.66758	5.81034	1.40977	2.62455	3.55884	2.36026	5.28598	5.39027	6.07757	3.84504
	C41H71O8P1			PA(38:5)	721.4828	[M-H]-															1.77783	1.12088	0.820305	1.62757	1.56322	1.3066	1.49559	1.09051	1.5674	1.36145	2.46777	0.975986	2.03979	1.52737	1.83709	2.28347	1.86357	1.87024	2.23449	2.41529	1.37192	1.46934	1.31637	1.36689	0.379831	0.524854	0.803234	0.450764	1.47699	1.17401	1.43366	1.10853
	C41H69O8P1			PA(38:6)	719.4668	[M-H]-															2.21341	1.13194	0.696314	1.91835	1.72179	1.45945	1.64356	1.08522	1.92518	1.58178	2.69496	1.08361	1.84383	1.00324	2.32947	1.98438	1.34936	1.78604	2.22789	3.08943	1.12784	0.933423	1.46883	1.39838	0.493453	0.422007	0.6116	0.363089	1.52189	0.878844	0.949576	0.997311
	C43H73O8P1			PA(40:6)	747.4985	[M-H]-															1.87448	0.77282	0.800213	1.82122	1.67111	1.46761	0.968133	0.599035	1.76526	1.34589	2.49397	1.06848	1.86577	1.53257	1.64582	2.4221	1.04827	1.71896	2.32204	1.84385	0.575667	1.02014	1.1792	0.902995	0.214693	0.394906	0.856132	0.423347	2.28102	1.00427	1.35184	0.8433
	C38H75O10P1			BMP(32:0)	721.5039	[M-H]-															0.396931	0.7232	0.454028	1.0069	0.426332	0.32586	0.813042	0.457074	0.607058	0.3882	0.281279	0.428087	0.292461	0.27079	0.650282	0.278493	0.205811	0.244327	0.379411	0.377072	0.701605	0.185642	0.401292	0.601327	0.506133	0.772494	0.740817	0.90521	0.604342	0.383759	0.847921	0.378614
	C38H73O10P1			BMP(32:1)	719.4884	[M-H]-															3.30523	2.59186	2.10042	4.1161	2.34027	2.72112	5.91069	4.09818	2.29309	2.09216	3.49376	1.9091	2.38864	1.75805	4.02797	2.00354	2.90998	2.40821	2.13932	3.10115	2.67637	1.17323	2.21562	2.36949	1.38992	2.29867	2.30819	2.37488	2.75237	1.96096	3.18612	2.26758
	C38H71O10P1			BMP(32:2)	717.4726	[M-H]-															4.80422	2.73569	2.16365	3.84739	3.73389	4.03355	8.11088	5.7861	3.28031	2.72428	5.52181	2.61843	3.473	2.41044	5.22311	0.916725	5.3165	4.24917	3.1803	5.36505	3.45871	1.47345	2.41626	2.52904	0.846571	1.87725	2.11186	1.91351	3.24426	2.72949	3.6969	2.83484
	C39H71O10P1			BMP(33:3)	729.4726	[M-H]-															1.45008	0.849308	1.10179	1.44122	0.865107	0.67576	0.251717	0.440535	1.7014	0.65141	1.14485	0.451726	0.801408	1.1251	0.914438	1.76616	0.809256	0.843471	1.25443	1.13643	0.81739	1.4902	1.40817	1.14308	0.485044	0.957829	1.72519	0.875121	1.20356	1.4691	1.80445	0.596295
	C40H77O10P1			BMP(34:1)	747.5197	[M-H]-															8.12323	8.28402	4.76379	11.9782	5.65902	5.62054	12.1072	7.62057	9.6518	8.12924	7.53603	5.77275	6.16961	4.40874	10.437	4.93884	7.53602	5.33931	6.92958	7.41252	6.81773	3.54146	5.87818	5.94727	3.99677	6.05689	8.05504	7.62364	9.65099	4.77677	10.7043	5.64
	C40H75O10P1			BMP(34:2)	745.5039	[M-H]-															28.2248	19.6942	12.5987	31.3368	19.6647	22.2397	45.4358	29.6213	26.2739	23.7926	32.887	18.9896	23.9111	16.6527	37.6995	17.5781	29.5759	19.8883	18.4885	28.6162	19.386	8.76851	14.0599	16.1908	7.5663	13.5581	17.35	14.2017	23.7775	13.9646	29.5213	16.7282
	C40H73O10P1			BMP(34:3)	743.4883	[M-H]-															17.3362	10.3638	6.46796	17.0115	12.0637	13.5591	23.8854	17.8983	15.88	13.2747	21.5263	11.623	15.3169	8.25847	23.4488	9.88227	16.5901	12.2453	10.8972	16.8682	10.1037	4.67283	7.29098	8.47305	3.02913	7.0083	8.23093	5.55462	11.3527	8.24863	17.0003	8.67049
	C40H71O10P1			BMP(34:4)	741.4728	[M-H]-															1.68171	0.886068	0.543092	1.38655	1.14113	0.998419	1.67987	1.41915	1.02083	0.812623	1.59137	0.794924	1.113	0.609884	1.44009	0.748606	1.2084	1.08015	1.01623	1.58044	0.502721	0.315721	0.649441	0.739384	0.194616	0.478695	0.548293	0.478594	1.08724	0.645719	1.61654	0.6451
	C42H81O10P1			BMP(36:1)	775.5509	[M-H]-															1.59806	1.83505	0.9892	1.99129	1.17757	1.0544	1.99588	0.973006	1.69718	1.42723	1.43023	0.999527	1.13365	1.12768	1.64023	1.09971	1.60104	1.08898	2.07003	1.24001	1.17513	0.901406	1.41526	1.06251	0.778212	0.912325	1.99128	1.7906	2.83658	0.94606	1.88083	0.872112
	C42H79O10P1			BMP(36:2)	773.535	[M-H]-															36.2453	24.5099	13.2803	39.4636	21.7934	25.6302	46.1414	26.0041	44.2656	39.577	42.5378	28.1714	35.833	25.7881	57.5529	25.9052	39.2051	25.9765	31.9357	39.7542	23.9084	13.9037	16.5242	17.7178	7.82024	11.8175	19.8517	15.1126	33.8258	16.1476	38.7855	19.2543
	C42H77O10P1			BMP(36:3)	771.5194	[M-H]-															66.863	43.8165	20.1158	66.0814	37.1625	38.784	58.4813	39.2543	76.6586	65.8612	77.0433	54.0928	60.0023	36.1735	89.8499	42.1346	54.1904	41.3021	65.5399	60.708	34.1925	23.1474	24.1616	29.122	10.3569	20.9588	34.6139	21.7229	49.5992	27.121	69.2338	29.9087
	C42H75O10P1			BMP(36:4)	769.5039	[M-H]-															39.0897	24.9901	9.99811	36.795	19.924	18.6738	25.2637	19.1904	40.5686	32.9354	43.4938	30.5699	31.8723	16.8572	42.1268	22.1303	23.3322	22.6804	43.106	29.8931	16.4983	13.3032	12.318	15.6383	4.71208	12.9733	19.1539	10.7555	24.9091	15.0172	40.2382	14.5398
	C42H73O10P1			BMP(36:5)	767.4884	[M-H]-															4.8684	3.13534	1.11157	4.67848	2.38307	2.11099	3.6822	2.48863	3.66812	2.68304	5.09968	2.35714	3.54946	1.21468	4.12308	2.37594	2.49404	2.28907	4.01146	3.56322	1.89184	1.19936	1.30845	1.63621	0.518275	1.85732	2.25734	1.1002	2.61678	1.69964	4.67626	1.48828
	C44H83O10P1			BMP(38:2)	801.5668	[M-H]-															1.05577	0.676022	0.291844	0.978088	0.500603	0.439746	0.601791	0.377936	0.987089	0.706246	0.839666	0.532484	0.815478	0.705402	0.86443	0.631404	0.671012	0.648433	0.866187	0.714876	0.508888	0.692007	0.482653	0.600821	0.208502	0.351914	0.823139	0.50847	0.81719	0.499235	1.11749	0.334366
	C44H81O10P1			BMP(38:3)	799.5506	[M-H]-															1.64563	0.858156	0.453894	1.27087	0.846128	0.656476	0.815773	0.543182	1.39185	1.115	1.36683	0.871442	1.35266	0.710979	1.41555	0.982498	0.90684	1.05476	1.61525	1.25059	0.778941	0.768986	0.72949	0.738415	0.143022	0.540389	0.790875	0.646406	1.31702	0.671001	1.37385	0.52304
	C44H77O10P1			BMP(38:5)	795.5195	[M-H]-															4.32079	2.54947	1.31639	5.10745	2.11452	1.91563	3.8246	2.05677	3.96718	2.79285	6.64728	2.51109	4.3591	2.24939	6.24037	3.1876	2.82191	2.81699	4.52015	5.05818	2.28696	1.71564	1.69858	2.00638	0.512547	1.29991	1.97775	1.19852	3.68599	1.30701	4.06226	1.78409
	C44H75O10P1			BMP(38:6)	793.504	[M-H]-															4.84631	2.43791	1.03482	5.01824	2.20541	1.92363	3.61966	2.17635	4.14044	2.75227	6.8228	2.51408	4.14317	1.64105	5.70232	2.92419	2.45108	3.04758	4.73417	4.41396	2.10788	0.979835	1.34475	1.93948	0.495617	1.17089	1.60593	0.977467	3.59806	1.05277	3.64793	1.73831
	C44H73O10P1			BMP(38:7)	791.4884	[M-H]-															1.81594	0.331451	0.244425	1.22052	0.545756	0.688093	2.08489	0.880756	1.14832	0.817801	3.5871	0.52056	2.27354	0.367542	2.5	0.959988	0.831255	0.970034	0.943382	2.58706	0.355501	0.068295	0.207321	0.225453	0.0392666	0.102981	0.218966	0.139521	0.832722	0.16474	0.750881	0.697595
	C46H81O10P1			BMP(40:5)	823.5509	[M-H]-															0.945561	0.283683	0.108599	0.850455	0.360319	0.435331	0.533647	0.331547	0.837566	0.445151	1.23299	0.46412	0.816749	0.216809	1.00632	0.58286	0.433855	0.320886	0.782954	0.80167	0.359662	0.17236	0.186036	0.283746	0.0788592	0.118179	0.283093	0.114945	0.972606	0.205078	0.62421	0.236094
	C46H79O10P1			BMP(40:6)	821.5353	[M-H]-															3.29858	1.15029	0.704809	3.99495	1.3815	1.43942	2.25488	1.11915	3.01897	2.04213	4.97973	1.58785	3.42359	1.6307	4.07498	2.44147	1.74102	2.04671	3.21745	3.85166	1.35363	0.751425	1.03235	0.90633	0.412648	0.699467	0.899222	0.794774	3.26982	0.715247	2.26577	1.29686
	C46H77O10P1			BMP(40:7)	819.5197	[M-H]-															7.48731	1.99453	1.06657	6.86699	2.39666	3.03435	6.04768	2.56436	6.84502	5.31774	13.9293	3.53871	10.2091	2.92587	11.3262	4.64368	3.88092	3.80604	6.62275	10.8892	2.30802	0.858959	1.15356	1.37209	0.404489	0.836043	1.09294	0.972948	5.26172	0.848367	4.54232	2.52525
	C46H75O10P1			BMP(40:8)	817.5041	[M-H]-															5.31118	1.09633	0.267918	3.69453	1.20245	1.8809	3.34624	1.47594	4.60896	3.35714	10.1065	2.53721	6.66207	1.4937	7.32336	3.10435	1.61642	2.58119	5.47646	7.10075	1.25793	0.129391	0.206716	0.507712	0.0641215	0.263093	0.255456	0.229402	2.87104	0.0584334	2.63727	1.76924
	C36H71O10P1			PG(30:0)	693.4719	[M-H]-															2.24509	2.56308	1.57455	1.96257	1.51484	1.69082	2.20479	1.60307	1.14422	1.09275	2.01006	1.07318	1.07699	0.99741	1.93863	1.68927	1.20732	1.4375	1.2869	1.39459	4.08466	2.30904	2.65992	2.7135	0.595797	1.77616	2.01788	1.96286	0.973802	1.87998	2.11281	1.12567
	C36H69O10P1			PG(30:1)	691.4566	[M-H]-															1.07464	1.10077	0.445519	1.40743	0.963952	1.73538	2.55972	1.71858	0.457697	0.570688	1.88965	0.664487	0.504969	0.697401	1.75936	1.06209	1.11294	1.08556	0.545154	1.13786	2.40877	0.89756	1.28873	1.68137	0.269549	0.953273	1.0908	0.979279	0.746213	1.17938	0.970777	0.91837
	C38H75O10P1			PG(32:0)	721.5033	[M-H]-															7.06597	9.2142	5.52044	7.15876	6.99875	6.48686	9.44522	6.64563	5.34934	5.03435	8.64831	5.49174	4.83409	3.9687	7.26239	5.43027	5.21508	6.15595	5.44318	5.32603	9.51177	6.19062	7.55626	9.16739	2.66401	6.39767	6.4408	6.43227	5.49428	6.27719	8.22485	5.22252
	C38H73O10P1			PG(32:1)	719.4877	[M-H]-															14.4312	12.341	8.96099	17.9167	12.2318	14.7443	28.1224	17.6256	11.0903	10.2875	18.9654	9.12859	10.3177	9.39206	16.4569	11.881	14.2949	12.0709	8.18226	14.8001	18	8.0688	10.8201	14.3271	7.06146	10.7599	11.3296	12.2869	13.3441	11.5494	14.319	13.2727
	C38H71O10P1			PG(32:2)	717.4721	[M-H]-															7.91261	5.87015	4.80931	9.30258	6.44767	8.11094	15.9767	8.71051	5.80751	5.46409	10.632	4.48001	5.33054	5.18826	8.16625	7.91452	7.09096	5.91863	6.69623	7.52302	9.33398	5.21378	5.51299	6.82567	3.22403	4.76582	5.77162	6.87194	5.89543	7.02836	6.99427	6.79035
	C38H69O10P1			PG(32:3)	715.4564	[M-H]-															0.728562	0.622961	0.214729	0.558849	0.342632	0.440355	1.40723	0.56301	0.441923	0.298018	1.32019	0.454402	0.43313	0.543413	0.851082	0.573376	0.52032	0.472899	0.451574	0.633535	0.671616	0.490231	0.380869	0.762157	0.0748756	0.218728	0.921231	0.467475	0.329248	0.531352	0.880765	0.543656
	C39H75O10P1			PG(33:1)	733.5035	[M-H]-															0.53595	0.31812	0.192724	0.45525	0.327991	0.459235	0.595068	0.423707	0.289497	0.296018	0.564407	0.258751	0.323026	0.262866	0.370912	0.214934	0.434557	0.504929	0.663087	0.510938	0.661888	0.3114	0.250838	0.456279	0.213375	0.440284	0.245204	0.191618	0.521178	0.442398	0.426795	0.162552
	C40H79O10P1			PG(34:0)	749.5345	[M-H]-															8.37081	7.86592	5.05859	9.00841	0.474938	6.09756	8.8182	5.90982	0.524716	0.603063	0.405793	0.240433	7.3237	0.334758	8.15346	0.401362	0.266342	0.674769	0.586585	0.361266	8.94225	0.42426	6.05279	0.357418	2.80109	4.84493	0.49796	0.453584	0.832066	6.43447	0.580743	0.311647
	C40H77O10P1			PG(34:1)	747.5191	[M-H]-															138.052	129.343	78.7771	139.394	105.566	96.5945	149.9	101.155	123.363	98.6558	158.499	78.1278	105.877	87.4936	129.447	113.52	108.756	115.442	110.254	109.174	129.591	92.9439	103.469	112.107	46.8385	72.3302	107.355	83.8065	123.579	86.6593	153.34	74.0062
	C40H75O10P1			PG(34:2)	745.5035	[M-H]-															174.836	130.356	76.8497	157.01	110.205	96.5612	134.726	88.9617	138.352	113.27	186.485	96.546	129.855	104.815	130.39	141.015	114.714	142.163	145.354	131.068	135.368	109.173	98.5715	123.32	41.1481	77.1895	119.467	83.8079	112.134	102.036	165.851	93.2805
	C40H73O10P1			PG(34:3)	743.488	[M-H]-															31.365	23.033	18.5991	42.7466	20.6562	28.0168	61.6376	30.4802	27.9643	22.622	39.574	18.6697	21.452	20.8093	35.6089	24.575	28.2525	20.4979	18.9527	28.9485	42.9961	17.5378	19.2543	24.9426	13.5213	19.4861	25.3436	26.0686	29.6232	22.7277	29.7322	22.3055
	C40H71O10P1			PG(34:4)	741.4723	[M-H]-															0.718598	0.51531	0.338243	1.22822	0.479239	0.607525	1.67493	0.797685	0.696176	0.393518	1.03359	0.310826	0.494429	0.269629	0.835359	0.684217	0.739575	0.637738	0.370164	0.765629	0.724415	0.111882	0.214642	0.622317	0.21565	0.278756	0.624745	0.454707	0.703671	0.551412	0.5357	0.763224
	C41H79O10P1			PG(35:1)	761.5345	[M-H]-															1.35087	1.06347	0.668747	0.919463	1.01481	0.864649	0.755675	0.733697	0.835146	0.661061	1.34398	0.704122	0.95237	0.750926	0.654927	1.0055	0.740387	0.914399	1.42967	0.829673	1.12801	1.17004	0.908985	0.851633	0.352998	0.501778	0.771151	0.635079	1.23719	0.952915	1.0773	0.27474
	C41H77O10P1			PG(35:2)	759.5189	[M-H]-															1.63236	0.817688	0.501045	0.990969	0.888521	0.654627	0.650381	0.492859	0.942867	0.80699	1.72561	0.783	1.18348	1.11646	0.845057	1.12889	0.878217	1.6475	1.48658	1.10648	1.12588	1.49561	0.655869	0.987959	0.0799775	0.372183	0.423954	0.881641	1.10623	1.086	1.23706	0.623564
	C42H81O10P1			PG(36:1)	775.5503	[M-H]-															6.71569	5.52678	2.70367	7.29041	4.37447	5.08477	7.88293	4.14476	6.28994	6.02721	7.92269	4.61608	4.9709	4.61159	5.92632	5.11229	4.26303	5.48899	7.06172	5.24169	5.11224	4.02237	3.20327	4.47732	1.85343	2.4814	4.87473	4.18383	8.08073	3.77156	6.00465	4.35332
	C42H79O10P1			PG(36:2)	773.5345	[M-H]-															53.4655	35.5396	17.6655	46.6102	31.1456	28.5819	40.7595	22.2233	48.1716	41.4533	64.2058	32.3731	43.9938	39.4674	39.2506	44.6457	31.7978	48.841	57.1004	41.1164	41.314	36.1558	22.0472	32.9318	10.5926	16.0416	29.8064	23.2496	44.1102	30.4134	36.7462	28.4919
	C42H77O10P1			PG(36:3)	771.5189	[M-H]-															65.7183	43.0136	27.2465	74.5197	37.1574	40.7783	74.796	35.7582	57.4023	45.3472	73.2102	35.564	50.0428	41.9129	53.0917	48.3841	43.5116	47.1176	53.9116	51.6722	52.8231	32.9025	30.8138	43.4849	18.6316	27.9198	44.4969	38.3369	55.2287	36.8884	50.7728	38.0608
	C42H75O10P1			PG(36:4)	769.5033	[M-H]-															100.34	70.0767	42.6477	104.169	49.5598	53.9009	99.8206	47.42	86.9419	66.3404	114.029	51.3903	70.3426	55.6508	85.8045	68.5975	55.2293	70.4363	70.7293	67.9761	77.7381	46.2271	50.1315	61.6248	21.004	45.9959	65.9158	55.5154	75.6485	46.1712	75.4555	42.8631
	C42H73O10P1			PG(36:5)	767.4879	[M-H]-															4.06282	2.55044	1.36276	4.98407	1.9617	2.65377	6.9867	2.66555	4.28867	3.10882	5.28886	2.32524	2.84388	1.89781	3.91004	2.39588	2.59314	2.47213	2.58025	3.7465	2.63563	1.3635	1.21568	1.96649	1.10621	1.8756	2.90025	2.24163	2.60689	1.87115	2.56944	2.07186
	C44H83O10P1			PG(38:2)	801.5663	[M-H]-															0.658272	0.261675	0.121233	0.50023	0.298861	0.377763	0.496879	0.154666	0.440945	0.414208	0.70415	0.428308	0.377643	0.276054	0.38095	0.48871	0.362238	0.531831	0.589895	0.427571	0.427417	0.210653	0.127641	0.37716	0.116658	0.0790395	0.2873	0.180838	0.520279	0.384754	0.325	0.196979
	C44H81O10P1			PG(38:3)	799.5506	[M-H]-															2.0199	1.34461	0.365569	1.77645	1.32133	1.22592	1.58438	0.80907	1.71343	1.44766	3.06015	0.903409	1.76851	1.67967	1.31176	1.73798	1.22073	1.86529	2.19591	1.65227	1.41712	1.05138	0.621341	1.65455	0.355764	0.440681	0.97196	0.689326	1.5889	1.12782	1.10538	1.13587
	C44H79O10P1			PG(38:4)	797.5351	[M-H]-															9.16452	5.04616	2.19444	9.77553	5.58482	4.36391	9.14366	3.46306	8.14983	6.55267	14.9287	4.8223	7.32646	6.01301	5.82905	7.69537	4.58212	9.34151	9.02752	8.0225	6.86233	5.00602	2.24764	4.91989	1.42737	2.26574	4.23847	3.18095	8.48549	3.72575	3.54816	4.60538
	C44H77O10P1			PG(38:5)	795.5194	[M-H]-															6.11694	3.32709	1.69394	6.47897	3.78032	3.46751	8.86982	3.09557	5.5271	4.40796	11.5725	2.89036	5.18791	3.47428	4.87148	5.06075	3.17629	5.04942	5.14296	6.6915	4.94391	2.57505	1.82541	3.28964	1.07436	1.35809	2.46268	2.06157	4.09823	2.3403	2.89567	3.27681
	C44H75O10P1			PG(38:6)	793.5038	[M-H]-															6.18237	2.57739	1.37328	5.79145	3.15755	3.12892	7.12852	2.73831	5.31364	3.79017	11.306	2.96351	5.98881	2.56923	5.12452	5.2106	3.31639	4.66011	5.54782	7.63555	3.56908	2.11452	1.1648	2.68681	0.68161	1.74392	1.87661	1.52164	3.41362	1.73097	2.72576	3.54563
	C44H73O10P1			PG(38:7)	791.4881	[M-H]-															0.53288	0.147495	0.0348145	0.54761	0.308043	0.362594	1.43714	0.410902	0.364139	0.351693	1.27048	0.263113	0.507021	0.198729	0.501724	0.428892	0.323655	0.34252	0.301239	1.11984	0.36085	0.115046	0.0374037	0.223692		0.0530005	0.0983181	0.122822	0.216884	0.0616586	0.0779375	0.475499
	C46H81O10P1			PG(40:5)	823.5512	[M-H]-															0.502585	0.230798	0.0165526	0.594856	0.414771	0.285328	0.756084	0.184535	0.475301	0.254174	0.952214	0.318615	0.349947	0.311309	0.331001	0.401204	0.343783	0.314138	0.440466	0.35754	0.285962	0.163207	0.0459886	0.174989	0.0916207	0.0723688	0.204584	0.147381	0.628949	0.178663	0.110112	0.219699
	C46H79O10P1			PG(40:6)	821.5355	[M-H]-															1.66613	0.726263	0.247725	1.55512	0.945716	0.964775	2.095	0.666427	1.44237	1.19015	3.34558	1.01115	1.52688	0.720603	1.33117	1.5996	0.918507	1.56763	2.00553	1.95327	0.960222	0.707361	0.335913	0.909258	0.189191	0.254451	0.421267	0.395465	1.38445	0.436506	0.530808	0.98992
	C46H77O10P1			PG(40:7)	819.5195	[M-H]-															1.60679	0.542949	0.211479	1.59631	0.832164	1.01477	2.95888	0.949622	1.54054	1.05491	3.65993	0.779371	1.59135	0.622084	1.46563	1.21521	0.69347	1.08704	1.50323	2.53823	0.829472	0.347982	0.233044	0.605841	0.181255	0.236397	0.251916	0.275384	0.747764	0.513347	0.470273	0.963929
	C46H75O10P1			PG(40:8)	817.504	[M-H]-															1.8859	0.596227	0.24912	1.54937	0.732875	0.978879	2.48492	0.70589	1.54209	0.981628	3.79623	0.840342	1.6881	0.459808	1.79748	1.33957	0.730672	1.02142	1.42449	2.42191	0.947146	0.24036	0.0887523	0.55862	0.121017	0.260678	0.303761	0.133078	0.509835	0.284202	0.635507	0.837836
	C20H39O9P1			LPG(14:1)	453.2267	[M-H]-															0.438208	0.33798	0.262523	0.2368	0.282041	0.363283	0.374058	0.319146	0.202783	0.267906	0.483763	0.230896	0.302678	0.368785	0.340512	0.43645	0.261823	0.338798	0.381632	0.385266	0.59922	0.485466	0.521382	0.491285	0.0900636	0.228902	0.340074	0.248726	0.178647	0.449041	0.408367	0.378385
	C22H45O9P1			LPG(16:0)	483.2734	[M-H]-															17.4443	21.4722	10.117	15.6577	13.9976	9.2614	12.8527	8.93012	12.054	12.3835	16.4012	11.9525	12.9439	11.2265	11.9526	13.6063	7.48537	18.006	21.9424	13.6154	20.5104	15.9349	15.7526	23.149	5.90547	13.0944	14.9744	10.3001	11.7968	11.3074	20.9034	10.811
	C22H43O9P1			LPG(16:1)	481.2578	[M-H]-															8.19393	8.79985	5.67434	9.84228	6.22044	7.3682	12.5478	7.46651	6.03482	5.42954	11.0947	5.85413	6.39979	7.89638	9.08573	7.60721	6.24465	7.24197	7.69642	8.82947	15.4879	9.06769	10.2697	13.699	3.86659	7.67521	8.03884	8.4724	7.30251	8.25602	10.5046	7.42561
	C24H49O9P1			LPG(18:0)	511.3042	[M-H]-															4.00849	4.55288	1.717	3.3116	3.20957	2.30186	2.63992	1.56263	3.75541	3.90541	5.17652	4.05761	3.72138	3.50511	2.97674	3.82638	1.51826	5.35331	7.47631	3.72534	5.2309	4.52559	2.6917	5.15773	1.43832	1.99283	3.14213	2.46632	3.50953	2.88482	3.44716	2.69991
	C24H47O9P1			LPG(18:1)	509.2885	[M-H]-															29.8997	33.3706	18.6794	31.4332	20.2179	16.8201	27.159	16.8621	25.687	19.0791	32.5017	18.6047	24.071	25.549	27.4444	25.3654	17.8732	28.5868	38.1956	25.5049	40.0364	33.1523	32.3239	37.8566	11.1633	24.5867	33.6739	23.4078	27.0397	22.5637	43.6217	19.6687
